position,user,first_genre,genre_label,track_name,track_id,artist,duration_ms,gender,age,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key,mode
12,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Let Me Love You,0lYBSQXN6rCTvUZvg9S0lU,"DJ Snake, Justin Bieber",205946,M,40,0.8891468141887273,-0.6180880703002348,-0.6031630636249897,0.49911920222201106,-0.5151611494901824,-0.24364236804435516,0.47063176345837765,-0.23486439913028434,2.6897155673992006,-1.194697000095252,8.0,1.0
13,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Bad Habits,3rmo8F54jFF8OgYsqTxm5d,Ed Sheeran,230746,M,40,0.5030043418646104,-0.7315726406734558,1.1780162581090055,1.1684121939801013,-0.5151576986042647,1.559195453708377,0.6780621701052225,-0.6056280761419406,0.11462147971814227,0.37550432928759736,11.0,0.0
14,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Memories (feat. Kid Cudi),7fLzbEOBOae9lUnOwr7Tse,"David Guetta, Kid Cudi",210093,M,40,0.5030043418646104,-0.851667962718903,-0.14177323932040037,1.081930515269786,-0.5152298221199443,0.6226563255251396,0.37724980917455825,4.30022778749298,0.252959461526809,0.21349943022428736,8.0,1.0
15,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Give Me Everything (feat. Nayer),4QNpBfC0zvjKqPJcyqBy9W,"Pitbull, AFROJACK, Ne-Yo, Nayer",252306,M,40,0.8247897354680411,-0.32969402859935576,0.4483765359529111,1.3413755514007308,-0.5152379317018508,1.0284899477378757,0.7468229260601116,1.404133829719527,0.21963844600423804,0.3464265268916186,8.0,1.0
16,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Unconditional Beauty,48CueGtLgYtdN5WUXeL94G,Luigi Madonna,391679,M,40,-1.8138504920800909,-0.7894167178054371,1.0385263112262226,-0.10249247576278847,2.081553721352498,0.0919508195546382,-0.3719745316845566,-0.4051292636807016,0.07973200635193559,-1.5432152316699106,5.0,1.0
17,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Levels - Radio Edit,5Keh5GFL2JEncwANS27YUF,Avicii,201933,M,40,0.05250479081980738,-0.7315726406734558,0.4591065318669713,0.6570422676930212,-0.5150294406776577,-0.22803338257463454,0.47522431858709013,-0.31920120119731354,0.1151791536181018,-0.027430932485250307,6.0,0.0
18,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Dance Monkey,2N8m6CYs74qQO4mjVcXO30,Tones And I,209438,M,40,-0.011852287900878762,1.0447914232510616,1.2692212233785167,0.017829859834171184,-0.5149359791840539,-0.13437946975631088,0.33923365838688313,0.333215569509893,-0.8606804620732706,0.27996297855795305,6.0,0.0
19,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Don't Let Me Down,1i1fxkWeaMmKEB4T7zqbzK,"The Chainsmokers, Daya",208373,M,40,0.6317184993059827,-0.4261008238193249,-0.29199318211724345,1.078170442282381,-0.4997664598375847,-0.23583787530949485,0.5060964947301015,1.5950850796826115,1.2924984656697904,-0.08974050904806183,11.0,1.0
20,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Titanium (feat. Sia),0TDLuuLlV54CkRRUOahJb4,"David Guetta, Sia",245040,M,40,0.5673614205852966,-0.6687704997873043,0.08892167283189377,0.7698444573151713,-0.08387719199182615,-0.3060783099232377,0.6871197093868501,0.48120278823128354,0.11639906527426276,-0.6048330086339699,0.0,0.0
21,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Rockabye (feat. Sean Paul & Anne-Marie),2hrUO4drrO63i7FYbCLBl2,"Clean Bandit, Anne-Marie, Sean Paul",251173,M,40,0.30993310570255195,0.19916610517876082,0.6951664419762956,0.555520297033086,-0.5152379317018508,1.8089392212239073,0.552532329920416,-0.25395952412659284,-0.7222030617896139,1.4347671308553922,9.0,0.0
22,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Move Your Body,6GomT970rCOkKAyyrwJeZi,"Öwnboss, Sevek",157444,M,40,-0.0762093666215649,-0.8092489728221167,1.3979811743472395,0.897686938886941,-0.5140790091811633,-0.5464566861569355,0.4659116373538677,-0.31920120119731354,0.08116104572058132,-0.820839540718383,2.0,0.0
23,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,A Sky Full of Stars,0FDzzruyVECATHXKHFs9eJ,Coldplay,267866,M,40,0.7604326567473549,-0.8388045417566956,-0.22761320663288212,0.3487162827258114,-0.5095727273203259,0.3338900943353079,0.32992097715366064,-0.7138337844543554,0.07833782160203699,-1.1822350847826895,6.0,1.0
24,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,200040,M,40,1.0178609716300995,-0.8518607763093431,-0.39929314125784565,0.555520297033086,-0.5149635862713953,-0.5971858889335275,0.3980438782295617,-0.20622171163582168,1.6827307771663473,-0.4677519401957846,1.0,1.0
25,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Hey Brother,4lhqb6JvbHId48OUJGwymk,Avicii,255093,M,40,0.30993310570255195,-0.770686254734129,-0.22761320663288212,0.7435239464033362,-0.5151044974463672,-0.6510368888040637,0.5349275352603517,-0.4640058990859861,0.0798714248269251,0.047340559390123514,7.0,0.0
26,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,When We Were Young (The Logical Song),1CcLA0eaauck34YEIrvAAq,"David Guetta, Kim Petras",147432,M,40,-0.0762093666215649,-0.7109140416977481,0.37326656455448953,1.2473737267156062,-0.5152197570360177,-0.4465591791507234,0.5800876606926907,-0.32556624286274966,0.601819340570132,0.23011531730770377,0.0,0.0
27,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Something Just Like This,6RUKPb4LETWmmr3iAEQktW,"The Chainsmokers, Coldplay",247160,M,40,0.8247897354680411,-0.7186265853153456,0.15866664627328517,0.1983133632296113,-0.5151965210708387,-0.01731207873340608,0.29228753929337814,-0.6533658886327118,-0.6867559145234472,-0.002507101860125698,11.0,0.0
28,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Give It To Me - Full Vocal Mix,5ZduaRci3iNUiDfJbBfAaf,Matt Sassari,102860,M,40,0.2455760269818658,-0.8526044858724684,1.5374711212300223,1.078170442282381,-0.5083936746317852,-0.01731207873340608,0.3908999035848979,-0.6565484094654299,0.1151791536181018,1.1606049939790215,1.0,0.0
29,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Club Can't Handle Me (feat. David Guetta),6ebkx7Q5tTxrCxKq4GYj0Y,"Flo Rida, David Guetta",234560,M,40,0.4386472631439242,-0.777847902379041,0.15330164831625506,1.078170442282381,-0.5152379317018508,-0.7977613522194376,0.6568853881228264,-0.6374532844691215,0.18276225936942564,0.10965013595293481,0.0,1.0
30,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Conjure Dreams,3B82rCeX1aIZGC19Hf85fh,Maceo Plex,441090,M,40,-1.7494934133594047,-0.8552790858198568,0.5342165032653929,0.6044012458693511,2.006784526469427,-0.5784551063698627,0.12440413514377906,-0.2873759928701327,0.04512136993570796,0.34227255512076454,2.0,1.0
31,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Underneath - Original Mix,5hj0HqaZqLIDlpYMZl3sRK,Ben Klock,297013,M,40,-3.1653491452145,1.5791605167560336,1.237031235636336,-1.2568348828961233,2.18220456061817,-0.49338613555988536,-1.6598035323610019,-0.3621652324390075,0.11472604357438465,-0.820839540718383,9.0,0.0
32,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Sexy Bitch (feat. Akon),2dGxjfhFXDIUX9h5ImyKkE,"David Guetta, Akon",195853,M,40,0.3742901844232381,-0.6434292850437696,1.2102062458511855,0.16823277933037128,-0.5134664769307751,-0.2748603389837964,0.5156643179149191,-0.3844428782680342,0.2540399547079804,1.4721528767930792,11.0,0.0
33,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Symphony (feat. Zara Larsson),72gv4zhNvRVdQA0eOenCal,"Clean Bandit, Zara Larsson",212733,M,40,0.30993310570255195,-0.19747899515482664,0.6844364460622354,0.08551117360746123,-0.515197383792318,0.17780023963810174,0.5016315105771867,-0.47673598241685844,0.008140619444653626,0.030724672306707113,0.0,0.0
34,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Overdrive (feat. Norma Jean Martine),3bK1zVFBKIzYjmptmI4NsJ,"Ofenbach, Norma Jean Martine",155905,M,40,0.18121894826117965,-0.8487206692650353,0.12647665853110454,0.6570422676930212,-0.5152379317018508,-0.8445883086285995,0.7034487942889386,-0.6804173157108155,0.14780307676572368,-0.69622038759276,6.0,1.0
35,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Low (feat. T-Pain),0CAfXk7DXMnon4gLudAp7J,"Flo Rida, T-Pain",231400,M,40,0.6317184993059827,-0.6001839511879549,1.773531031339347,0.10055146555708123,-0.5152379317018508,-0.2124243971049139,0.4363151709688321,0.10089154872147311,0.1842261533568195,-0.5923710933214076,10.0,0.0
36,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Tell Me Why - MEDUZA Remix,7jrMFjEq0t09f7m3HnnWXl,"Supermode, MEDUZA",171428,M,40,-0.33363768150430945,-0.6161599343958355,-0.14177323932040037,1.3000147485392761,2.0556720769698966,1.2938427007231266,0.41437296313165034,-0.5674378261493237,0.11381982348695083,-1.0991556493656074,6.0,0.0
37,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Thank You (Not So Bad),09CnYHiZ5jGT1wr1TXJ9Zt,"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",140000,M,40,0.5673614205852966,-0.7927220936415506,0.4591065318669713,1.3827363542621858,-0.27856467251428396,1.8089392212239073,0.4989525200854377,-0.381260357435316,0.9514111666071512,0.48350759532980353,11.0,1.0
38,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Play Hard (feat. Ne-Yo & Akon),5YPMEOJ58kfl56VHxTgwx3,"David Guetta, Ne-Yo, Akon",201000,M,40,0.11686186954049352,-0.37927466614105426,0.5556764950935128,1.2736942376274412,-0.5152379317018508,1.2860382079882664,0.9386896736596533,-0.30965363869915924,0.25616608645157574,1.467998905022225,8.0,0.0
39,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,SNAP,5hx7w26Zi3zafMgvMTUqF6,Rosa Linn,179551,M,40,0.4386472631439242,-0.5610703371272817,-0.12031324749228052,0.2020734362170163,-0.51520946189303,2.1913593652320627,0.10998861487865398,-0.16803146164320473,1.6487823785063211,0.32981063980820224,0.0,1.0
40,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Hips Don't Lie (feat. Wyclef Jean),3d0WouFnFmr0K3kjeza3fF,"Shakira, Wyclef Jean",220360,M,40,0.8247897354680411,-0.7315726406734558,0.4591065318669713,0.6570422676930212,-0.5150294406776577,-0.22803338257463454,0.47522431858709013,-0.31920120119731354,0.1151791536181018,-0.027430932485250307,6.0,0.0
41,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Lean On (feat. MØ & DJ Snake),2e7s0oEzUoJtDSPtYJuVvD,"Major Lazer, MØ, DJ Snake",176561,M,40,-0.0762093666215649,-0.7315726406734558,0.4591065318669713,0.6570422676930212,-0.5150294406776577,-0.22803338257463454,0.47522431858709013,-0.31920120119731354,0.1151791536181018,-0.027430932485250307,6.0,0.0
42,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Rather Be (feat. Jess Glynne),61dCUoMCg28qEBzrW6htYM,"Clean Bandit, Jess Glynne",227833,M,40,0.30993310570255195,-0.40957394463875874,1.1350962744527646,0.014069786846766184,-0.5152320939531735,0.209018210577543,0.2966249524704954,-0.5578902636511694,-0.061080653387801165,0.42535199053784656,11.0,1.0
43,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Rasputin,0b18g3G5spr4ZCkz7Y6Q0Q,"Majestic, Boney M.",186209,M,40,0.2455760269818658,-0.8457733758111678,0.9151313582145301,1.2436136537282012,-0.5150389306139314,0.209018210577543,0.7825427992834305,0.6403288298671876,0.18534150115673756,0.8781349135609431,6.0,0.0
44,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Without You (feat. Usher),3UN6cIn3VIyg0z1LCuFSum,"David Guetta, USHER",208133,M,40,0.2455760269818658,-0.2305327535159589,0.1103816646600142,0.11935183049410625,-0.5152262562044961,-0.07194352787742832,0.6803584476695789,-0.7042862219562012,0.17990418063213418,-0.18528185977770592,2.0,1.0
45,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Be My Lover (feat. La Bouche) - 2023 Mix,2aQpISWUBToaF84DDiTeRV,"Hypaton, David Guetta, La Bouche",169523,M,40,-0.011852287900878762,-0.7602192312531036,0.008446703476442111,1.469218032972501,-0.5125203590416777,2.2147728434366436,0.4775205961514464,-0.4799185032495766,0.11434264276816275,-1.3774717580128322,8.0,1.0
46,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Bad Memories,3JhgPs7rbmzLBWRvHlel8U,"MEDUZA, James Carter, Elley Duhé, FAST BOY",147629,M,40,-0.2692806027836233,-0.5197531391758663,0.1050166667029841,0.6495221217182111,-0.5152379317018508,-0.1734019334306125,0.3815872223516755,-0.41308556576249683,0.04431971370451651,0.9030587441860677,5.0,0.0
47,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Everytime We Touch,5YJtMNWKe55yr49cyJgxva,Cascada,197124,M,40,0.05250479081980738,-0.8480595940978128,0.24450661358576692,1.4804982519347158,-0.5152008346782359,1.6840673374661421,0.4717799022405558,-0.33193128452818577,0.672853053577454,0.19272957137001684,8.0,1.0
48,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Sorry,09CtPGIpYB4BrO8qb1RGsF,Justin Bieber,200786,M,40,0.7604326567473549,-0.6362676373988576,0.3625365686404293,0.6683224866552361,-0.5152379317018508,1.0362944404727361,0.6877575642658377,-0.44172825325695964,-0.7938293033156429,-0.15620405738172743,0.0,0.0
49,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Viva La Vida,3Fcfwhm8oRrBvBZ8KGhtea,Coldplay,242373,M,40,-0.0762093666215649,-0.7315726406734558,0.4591065318669713,0.6570422676930212,-0.5150294406776577,-0.22803338257463454,0.47522431858709013,-0.31920120119731354,0.1151791536181018,-0.027430932485250307,6.0,0.0
50,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Memories (feat. Kid Cudi) - 2021 Remix,59o6ojGNGJOYiVJSzC6Lsa,"David Guetta, Kid Cudi",162992,M,40,-0.33363768150430945,-0.558315857263854,0.6522464583200547,0.7548041653655512,-0.5151200264329967,-0.49338613555988536,0.3975335943263715,-0.2810109512046965,0.1505914462655209,0.836595195852402,5.0,0.0
51,0eeb2810a28f4aec9fb457dd2049c015_Benedict Bond,3,Electronic & Beat-Based,Firestone,1I8tHoNBFTuoJAlh4hfVVE,"Kygo, Conrad Sewell",271634,M,40,0.2455760269818658,0.22671090381303774,0.6254214685349042,0.19455329024220627,-0.5151467707988588,-0.5542611788917957,0.21510709893584984,-0.47673598241685844,-0.3065617332261585,-0.14789611384001924,11.0,0.0
0,0f547591ab654965b1a2369a42034e4b_Ömercan1,5,"Roots, Jazz & Classical Traditions","Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": I. Adagio sostenuto",40gRh2ZURv5tYBo8yB9Lu3,"Ludwig van Beethoven, Paul Lewis",315426,F,40,-0.2692806027836233,1.7802375467862548,-1.3113427939529634,-1.6403623276114332,2.006784526469427,-0.46607041098787416,-1.2696914883720398,-0.4831010240822946,-0.05198359789471438,-0.8706872019686323,7.0,0.0
1,0f547591ab654965b1a2369a42034e4b_Ömercan1,5,"Roots, Jazz & Classical Traditions",I've Got You Under My Skin - 2024 Remastered,0G9qcE5Gz6xTz8jWXlRgBx,Frank Sinatra,223853,F,40,-4.3237765621868505,1.389101406179523,-0.06129826996494932,-1.2681151018583383,-0.5152379317018508,-0.35290526633239966,-0.5489154751157828,-0.5785766490638369,0.15163708482794422,0.8615190264775268,1.0,1.0
2,0f547591ab654965b1a2369a42034e4b_Ömercan1,5,"Roots, Jazz & Classical Traditions","Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156 by F. Christl)",3Dgmyz32dxvtxvUTPS0CUI,"Antonio Vivaldi, Florian Christl",112352,F,40,-0.2692806027836233,1.7802375467862548,-0.8499529696483745,-1.2192341530220734,2.052796338705163,-0.39973222274156145,-1.0086812718902163,-0.28419347203741463,-1.530586234399443,-1.451412455534035,7.0,0.0
3,0f547591ab654965b1a2369a42034e4b_Ömercan1,5,"Roots, Jazz & Classical Traditions","Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",17i5jLpzndlQhbS4SrTd0B,"Johann Sebastian Bach, Yo-Yo Ma",152280,F,40,-0.20492352406293718,1.5956873959365998,-1.6761626550310105,-1.5990015247499783,1.9061336872037544,0.15438676143352079,-1.2363954636888745,-0.14575381581417807,-1.7229837298854196,-0.5923710933214076,7.0,1.0
4,0f547591ab654965b1a2369a42034e4b_Ömercan1,5,"Roots, Jazz & Classical Traditions",Gymnopédie No. 1,5OPT7l9b5SMwfTQgLPoNl7,"Erik Satie, Philippe Entremont",205866,F,40,-0.5910659963870539,1.8821533017330798,-0.6353530513671705,-2.1412040495337794,2.1793288223534373,-0.5628461209001421,-3.545940409528039,0.73580445484873,-1.7412475501090883,-0.38467250477870274,7.0,1.0
5,0f547591ab654965b1a2369a42034e4b_Ömercan1,5,"Roots, Jazz & Classical Traditions","The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",2LKMUX3iN0tQOvggbalydj,"Camille Saint-Saëns, Yo-Yo Ma, Kathryn Stott",174266,F,40,-0.39799476022499564,1.860117462825658,-2.2448524384762014,-2.1287958086753425,1.9262638550568891,-0.6689872220942424,-2.8032221884346,-0.4496845553387548,0.16923866729541162,-1.617571326368199,9.0,0.0
6,0f547591ab654965b1a2369a42034e4b_Ömercan1,5,"Roots, Jazz & Classical Traditions",Fur Elise,1SiXH4X7Zz8ZlYB3llY6sW,"Ludwig van Beethoven, Jean-Bernard Pommier",146200,F,40,-1.427708019755974,1.8821533017330798,-2.0087925283668775,-1.4636388972033982,1.995281573410493,-0.7478125987163315,-1.5676972878351576,-0.49105732616408987,1.7150061541264945,0.4211980187669925,9.0,0.0
7,0f547591ab654965b1a2369a42034e4b_Ömercan1,5,"Roots, Jazz & Classical Traditions",You Make Me Feel So Young - Remastered 1998,2WaYW84yWij5NSCpgSeU2R,Frank Sinatra,177400,F,40,-0.33363768150430945,0.18539370586162235,-0.055933272007919206,-1.0349905766392284,-0.5152379317018508,0.10755980502435884,-0.31839472184957796,-0.47673598241685844,0.08513447225779186,0.5333552565800527,9.0,1.0
8,0f547591ab654965b1a2369a42034e4b_Ömercan1,5,"Roots, Jazz & Classical Traditions","Liebestraume, S541/R211 : No. 3: Nocturne in A-Flat Major",6GzMz3s0K1YKwRVI36CgRx,"Franz Liszt, Jenő Jandó",270000,F,40,-0.5267089176663678,1.8738898621427964,-1.3113427939529634,-2.060738487603312,2.1304412718529675,-0.5167996137644663,-2.1088533671684395,-0.5117437115767575,-2.1782199053459887,-1.6981583787227685,8.0,1.0
9,0f547591ab654965b1a2369a42034e4b_Ömercan1,5,"Roots, Jazz & Classical Traditions","The Well-Tempered Clavier I, Prelude & Fugue No. 1 in C Major, BWV 846: I. Prelude",4i8ly7ffzWu8nfKLI8SZFj,"Johann Sebastian Bach, Lang Lang",139306,F,40,-0.7197801538284263,1.868380902415941,-1.9658725447106364,-1.7155637873595333,2.064299291764097,-0.6970833959397396,-2.0802774685897845,-0.44650203450603676,0.3778784151177041,-0.9579206091565683,0.0,1.0
10,0f547591ab654965b1a2369a42034e4b_Ömercan1,5,"Roots, Jazz & Classical Traditions","21 Hungarian Dances, WoO 1: Hungarian Dance No. 5 in G Minor. Allegro (Orch. Schmeling)",2oLjhx7w8Hyd3gry9cCXr7,"Johannes Brahms, Wiener Philharmoniker, Claudio Abbado",138706,F,40,-0.5910659963870539,1.6204777147074492,-1.230867824597512,-1.561400794875928,2.245470802442307,-0.49338613555988536,-0.8853201382939686,-0.5944892532274274,0.7625688422334153,0.6372045508514051,7.0,0.0
11,0f547591ab654965b1a2369a42034e4b_Ömercan1,5,"Roots, Jazz & Classical Traditions",I'd Rather Go Blind,1kPBT8S2wJFNAyBMnGVZgL,Etta James,156653,F,40,0.2455760269818658,1.042036943387634,-0.5924330677109295,-0.5612213802261986,-0.5146771627402279,-0.11877048428659023,0.3300485481294582,-0.7647541177778446,-1.4012407442276207,0.6828982403308003,11.0,0.0
12,0f547591ab654965b1a2369a42034e4b_Ömercan1,5,"Roots, Jazz & Classical Traditions","Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight Sonata"": I. Adagio sostenuto",630zE7N1xPxdK2Zz4S3rPA,"Ludwig van Beethoven, Daniel Barenboim",403333,F,40,-0.9128513899904847,1.8849077815965072,-1.6600676611599203,-2.1801208049534213,2.018287479528361,-0.4075367154764218,-4.14220715040587,-0.3669390136880847,0.5729597162472354,-0.6380647828008027,1.0,0.0
13,0f547591ab654965b1a2369a42034e4b_Ömercan1,5,"Roots, Jazz & Classical Traditions",Come Fly With Me - Remastered 1998,4hHbeIIKO5Y5uLyIEbY9Gn,Frank Sinatra,199093,F,40,-0.39799476022499564,1.4772447618092093,-0.5012281024414177,-0.9184283140296734,-0.5152379317018508,-0.009507585998545757,-0.29543194620601576,-0.41945060742793305,0.3967696184788272,0.21765340199514144,6.0,1.0
